filename, H,C,N,O, total degree of unsaturation,metalic percentage, oxygetn-to-metal ratio,electronegtive-to-total ratio, weighted electronegativity per atom, nitrogen to oxygen ,largest_pore_diam1,largest_pore_diam2,density,ASA_unit_volume,ASA_unit_mass,helium void fraction,Henry Coef of propane,Henry Coef of propene,avg_loading_absolute_propane-1,avg_loading_absolute_propene-1,avg_loading_absolute_propane-0.1,avg_loading_absolute_propene-0.1,wc-propane,wc-propene,S-propane-1,S-propene-1,APS-propane,APS-propene
hMOF-4873.cif,6,24,0,13,18,16.66666667,3.25,0.381818182,1.243636364,0,7.55585,5.26329,1.34727,1823.39,1353.39,0.622899,0.000257381,0.00016873,2.108406628,1.590112468,1.116675369,0.729590936,0.991731259,0.860521532,1.328608734,0.752667038,1.317622812,0.647686192
hMOF-33921.cif,8,24,2,8,17.5,8.333333333,4,0.32,1.0272,0.25,6.59954,3.87545,1.54005,1390.22,902.705,0.64442,0.00173079,0.00191761,1.780787951,2.251791407,1.549887353,1.661276616,0.230900598,0.590514791,0.792418533,1.26195938,0.182969913,0.745205679
hMOF-35288.cif,12,34,2,8,24.5,5.882352941,4,0.272727273,0.867878788,0.25,5.8402,4.09779,2.09233,907.59,433.77,0.646563,5.14323,1.87777,1.408080638,0.825233601,1.405650649,0.819485477,0.002429989,0.005748124,1.70970506,0.584896204,0.004154564,0.003362056
hMOF-5040784.cif,8,40,4,16,36,10,4,0.277777778,0.933333333,0.25,6.17267,4.93988,0.662966,2750.13,4148.23,0.722173,0.000244331,0.000174087,5.067457041,3.514114755,2.04058736,1.327902292,3.026869681,2.186212464,1.444923017,0.692078393,4.373593672,1.513030409
hMOF-5073382.cif,13,38,2,8,23.5,5.263157895,4,0.3375,1.049,0.25,12.10699,7.50175,0.955863,2244.19,2347.82,0.734806,0.000028811,2.44E-05,2.777914768,2.237719276,0.160121743,0.130970479,2.617793024,2.106748797,1.243895471,0.803926072,3.256260887,1.693670285
hMOF-26189.cif,5,22,2,8,16.5,9.090909091,4,0.369565217,1.180869565,0.25,4.92274,3.99203,1.96645,881.791,448.417,0.561502,0.301887,0.173687,1.213097054,1.43722653,1.185211612,1.107987801,0.027885442,0.32923873,0.845747837,1.182385525,0.023584053,0.389287108
hMOF-7002556.cif,50,208,8,80,149,5.769230769,6.666666667,0.363207547,1.325943396,0.1,6.55612,5.23255,1.34083,616.533,459.813,0.384043,0.00361131,0.00201621,1.305123238,1.019411882,1.083187732,0.727555086,0.221935505,0.291856797,1.282839736,0.779520599,0.284707685,0.227508385
hMOF-5033291.cif,168,248,12,50,162,3.225806452,6.25,0.127572016,0.428971193,0.24,16.33278,11.38106,0.337456,1837.25,5444.42,0.908757,0.000106167,8.23E-05,10.81999772,8.033251345,0.540661474,0.420083382,10.27933625,7.613167963,1.349604094,0.740958037,13.87303428,5.641037989
hMOF-5065438.cif,14,24,2,10,17.5,8.333333333,5,0.230769231,0.778461538,0.2,10.92555,8.57717,0.418179,2256.79,5396.71,0.811176,3.23E-05,2.64E-05,3.740900138,2.932802061,0.173510913,0.141869616,3.567389225,2.790932445,1.278097352,0.782413013,4.559470723,2.183661863
hMOF-5009398.cif,23,40,0,13,23,10,3.25,0.279569892,0.894623656,0,11.02276,8.53908,0.976518,1947.96,1994.8,0.705215,4.17E-05,3.25E-05,3.328360859,2.511344377,0.233736819,0.180313213,3.09462404,2.331031164,1.327989705,0.753017886,4.109628866,1.755308159
hMOF-5074508.cif,8,24,2,8,15.5,8.333333333,4,0.37037037,1.17037037,0.25,9.27957,4.85204,1.28496,2111.25,1643.05,0.708361,0.00029704,0.00020271,3.00569524,2.256633169,2.153272848,1.439298313,0.852422392,0.817334856,1.334610537,0.74928226,1.137651907,0.612414509
hMOF-5067056.cif,13,38,2,8,24.5,5.263157895,4,0.320512821,1,0.25,7.12846,4.39665,2.23515,1279.02,572.233,0.658835,0.201646,0.0885253,1.309303354,1.032275105,1.329581838,0.74940704,-0.020278485,0.282868065,1.270911763,0.786836686,-0.025772165,0.222570971
hMOF-35446.cif,72,80,28,16,38,5,4,0.22,0.7008,1.75,4.02808,3.50137,1.21397,0,0,0.517174,0.00184918,0.0044041,1.045831124,2.935444386,0.972146849,2.374382311,0.073684276,0.561062075,0.356991831,2.801184544,0.026304684,1.571638412
hMOF-5006133.cif,26,96,0,26,71,8.333333333,3.25,0.285714286,1.06,0,9.89975,6.7172,0.589357,2548.55,4324.29,0.778759,6.61E-05,4.92E-05,5.800479563,4.173697197,0.379547942,0.277632114,5.420931621,3.896065083,1.392558782,0.718102541,7.548965934,2.797774237
hMOF-8527.cif,1,8,0,13,8,50,3.25,0.518518519,1.803703704,0,6.48628,4.27985,1.26776,2198,1733.77,0.602892,0.00010417,7.32E-05,2.335842266,1.967425433,0.582139444,0.415898802,1.753702822,1.551526631,1.189640674,0.840589955,2.086276206,1.304197701
hMOF-3623.cif,32,52,4,26,36,15.38461538,3.25,0.245901639,0.832786885,0.153846154,4.85695,4.46388,1.15444,1012.93,877.419,0.486466,0.0114798,0.00745809,1.934555518,1.592070874,1.814882444,1.295877663,0.119673073,0.296193211,1.217557201,0.821316649,0.145708812,0.243268415
hMOF-26343.cif,26,100,4,16,76,4,4,0.244186047,0.794883721,0.25,4.16904,3.72671,1.40306,506.837,361.237,0.612434,0.0958686,0.102934,1.329604914,2.565075935,1.369881589,1.883394665,-0.040276675,0.68168127,0.519389252,1.925338262,-0.020919272,1.312467033
hMOF-5069189.cif,19,30,2,8,12.5,6.666666667,4,0.346153846,1.298205128,0.25,7.05192,4.60368,1.08253,1543.39,1425.73,0.489454,0.000212937,0.000135514,2.268273306,1.896793016,0.815898113,0.534610307,1.452375193,1.36218271,1.198246069,0.834553124,1.740302866,1.136813835
hMOF-7001658.cif,75,74,27,32,30.75,8.108108108,5.333333333,0.275700935,0.897943925,0.84375,6.6541,2.97922,1.27368,0,0,0.332383,0.00279803,0.00193483,1.126033321,1.006174776,1.026918824,0.747009492,0.099114497,0.259165284,1.121368595,0.891767439,0.111143884,0.231115162
hMOF-17281.cif,34,92,4,16,62,4.347826087,4,0.261363636,0.819090909,0.25,5.82326,4.31181,1.67729,1173.31,699.529,0.556016,0.026469,0.0131484,1.761315116,1.376507608,1.660615584,1.247196333,0.100699531,0.129311275,1.282121016,0.779957576,0.129108986,0.100857309
hMOF-5048776.cif,66,62,2,20,29.5,3.225806452,10,0.144736842,0.492631579,0.1,8.65973,5.44282,0.564562,2192.62,3883.76,0.649587,0.000265299,0.000213123,5.506212965,4.326443769,1.363421062,1.057366919,4.142791903,3.26907685,1.275241725,0.784165057,5.283061095,2.563495833
hMOF-5031822.cif,108,194,4,21,140,2.06185567,5.25,0.075528701,0.254984894,0.19047619,17.56328,16.22583,0.452029,1722.38,3810.34,0.770807,0.000799735,0.000528899,4.851662189,3.523374075,2.129865538,1.457306203,2.721796651,2.066067872,1.379756259,0.724765692,3.755415965,1.497415111
hMOF-5066538.cif,62,51,2,8,20.5,3.921568627,4,0.08,0.2688,0.25,11.01974,9.90265,0.645946,1703.14,2636.66,0.684468,0.000820796,0.000501412,5.724847097,4.060355794,2.581388763,1.677424339,3.143458334,2.382931455,1.412766453,0.707831077,4.440972482,1.686712938
hMOF-5079896.cif,24,72,6,16,54.5,2.777777778,8,0.246153846,0.806769231,0.375,20.02863,17.19348,0.387826,1640.83,4230.84,0.896297,0.000153509,0.000114641,5.501635451,4.163557796,0.744198141,0.555625758,4.75743731,3.607932039,1.324029877,0.755269966,6.298989136,2.724962708
hMOF-5025819.cif,180,162,24,26,67,4.938271605,3.25,0.125,0.406,0.923076923,11.17174,5.67296,0.585042,2427.7,4149.62,0.788107,0.00109938,0.000687822,7.347651553,5.604002349,5.376296714,3.458276345,1.971354839,2.145726004,1.313774466,0.761165653,2.589915651,1.633252936
hMOF-5055182.cif,112,148,8,24,91,2.702702703,6,0.108108108,0.361081081,0.333333333,5.51576,4.17979,0.909405,1411.33,1551.92,0.731545,0.0497631,0.0383239,3.527766011,3.98153991,3.532344675,3.54702,-0.004578664,0.43451991,0.887808444,1.126369102,-0.004064976,0.489429801
hMOF-19496.cif,72,126,12,24,88,4.761904762,4,0.15,0.496,0.5,6.00893,3.85728,0.83393,1185.79,1421.93,0.542287,0.00285943,0.00155353,2.448553492,2.343003791,1.750943424,1.218556403,0.697610068,1.124447387,1.047145855,0.954976802,0.730499491,1.07382117
hMOF-5041394.cif,22,19,2,8,8.5,10.52631579,4,0.188679245,0.633962264,0.25,5.19603,3.89265,1.15157,853.959,741.558,0.405344,0.0152286,0.00827216,2.243464771,1.465983479,2.210800835,1.377919607,0.032663935,0.088063873,1.533418686,0.652137612,0.050087489,0.057429764
hMOF-5042933.cif,82,72,30,16,24.5,5.555555556,4,0.225490196,0.716862745,1.875,6.50561,3.98853,0.810962,860.645,1061.26,0.534446,0.00328196,0.00171825,3.063233322,2.063657994,2.485803461,1.479226411,0.577429861,0.584431583,1.487349139,0.672337095,0.858839807,0.392935033
hMOF-5055186.cif,144,164,8,24,91,2.43902439,6,0.093023256,0.310697674,0.333333333,5.83099,4.13438,0.986479,1262.14,1279.44,0.775591,0.62626,0.323027,3.138208504,3.70995965,3.176131751,2.904520366,-0.037923247,0.805439284,0.847584843,1.179822891,-0.032143169,0.950275705
hMOF-5074771.cif,17,44,2,8,31.5,4.545454545,4,0.231707317,0.734634146,0.25,7.06889,5.85884,1.55187,1650.47,1063.54,0.750582,2.99115,1.1191,2.33412032,1.683880783,2.134440604,1.249339703,0.199679716,0.43454108,1.388936759,0.719975185,0.277342498,0.312858795
hMOF-5054165.cif,60,56,4,12,26,3.571428571,6,0.119402985,0.39880597,0.333333333,5.54559,4.7196,1.06923,1578.73,1476.51,0.823682,18.9492,6.02385,3.502932561,2.627745588,3.562139736,1.950928883,-0.059207175,0.676816705,1.335731087,0.748653684,-0.079084865,0.50670132
hMOF-10037.cif,36,72,0,44,55,11.11111111,5.5,0.275,0.946,0,5.23916,3.88988,1.07398,710.724,661.769,0.491357,0.00157576,0.00118056,1.779510907,1.964370673,1.361343141,1.368232434,0.418167767,0.596138239,0.907711391,1.101671753,0.379575645,0.656748659
hMOF-6000972.cif,2,22,2,10,18.5,9.090909091,5,0.409090909,1.323636364,0.2,11.21659,10.71696,1.05273,1755.5,1667.58,0.807677,0.000209853,0.0001511,3.968122897,2.901161661,1.703214993,1.163858951,2.264907904,1.73730271,1.370514888,0.729652781,3.104090002,1.267627754
hMOF-5063111.cif,48,80,20,16,52,5,4,0.214285714,0.68952381,1.25,4.53427,3.28924,1.04862,0,0,0.611478,0.000885065,0.00111707,1.559147832,2.854604554,1.272701018,1.883583336,0.286446814,0.971021218,0.547282944,1.827208413,0.156767456,1.774258139
hMOF-5044823.cif,16,76,4,16,54,5.263157895,4,0.333333333,1.042222222,0.25,4.80241,3.75336,2.00517,407.641,203.296,0.388684,0.00268631,0.00257406,0.784632316,0.814697786,0.750482507,0.772488478,0.03414981,0.042209307,0.965028698,1.036238614,0.032955546,0.043738914
hMOF-23105.cif,20,32,12,16,20,12.5,4,0.333333333,1.08952381,0.75,2.3129,1.23737,1.91082,0,0,0.000875012,0,0,0,0,0,0,0,0,0,0,0,0
hMOF-6004738.cif,9,26,4,10,16,7.692307692,5,0.403225806,1.276129032,0.4,5.42099,4.51837,1.88772,603.146,319.51,0.486577,0.000467761,0.000491506,0.989265285,1.087718389,0.653968149,0.623224368,0.335297136,0.464494021,0.911311544,1.09731958,0.30556015,0.509698384
hMOF-5057428.cif,15,58,4,12,44,3.448275862,6,0.278846154,0.883846154,0.333333333,11.04172,8.5976,0.839702,1993.24,2373.75,0.83951,0.000289575,0.000194473,5.386934588,4.09446697,1.425733651,0.980248143,3.961200937,3.114218827,1.318301976,0.758551544,5.222059023,2.3622955
hMOF-36406.cif,18,76,4,16,60,5.263157895,4,0.257575758,0.844242424,0.25,5.95949,4.08861,0.954498,1811.27,1897.62,0.659273,0.00553178,0.00386503,3.45948307,3.257338835,2.995030386,2.49375181,0.464452684,0.763587025,1.064189196,0.939682534,0.494265529,0.71752939
hMOF-30490.cif,7,16,2,8,11.5,12.5,4,0.342105263,1.117894737,0.25,5.72936,4.18202,1.477,1438.21,973.738,0.553707,0.0081952,0.00457098,1.822057949,1.108712549,1.778867485,0.964337395,0.043190464,0.144375155,1.646697382,0.607276122,0.071121624,0.087675584
hMOF-5001342.cif,4,64,0,52,61,25,3.25,0.4,1.368,0,3.48355,2.83645,2.26025,0,0,0.173743,2.21E-18,1.99E-14,0,0,0,0,0,0,0,0,0,0
hMOF-5034241.cif,4,40,4,16,36,10,4,0.333333333,1.097777778,0.25,5.41065,4.46662,1.11451,1432.03,1284.91,0.574671,0.000731111,0.000573004,2.825586952,2.503901829,2.207693443,1.801860089,0.617893509,0.70204174,1.130737908,0.884378239,0.698675614,0.620870438
hMOF-36951.cif,13,44,2,8,33.5,4.545454545,4,0.243589744,0.795384615,0.25,9.62125,8.20213,0.905139,1880.53,2077.62,0.795054,0.00527462,0.00312024,4.721377856,3.330926537,4.213772779,2.564859553,0.507605078,0.766066983,1.420281,0.704086022,0.720941847,0.539377055
hMOF-7002604.cif,25,94,2,36,67.5,6.382978723,6,0.348958333,1.153958333,0.055555556,11.04605,4.81504,1.34564,728.923,541.692,0.65103,0.0174806,0.0087294,2.327383956,1.858689998,2.238383173,1.457691529,0.089000782,0.400998469,1.254676163,0.797018409,0.11166716,0.319603162
hMOF-11594.cif,92,112,28,26,60,7.142857143,3.25,0.203007519,0.656240602,1.076923077,9.02845,5.40974,0.787306,1711.2,2173.48,0.652847,0.00159373,0.000964898,4.302807473,3.525538237,3.339381614,2.337774758,0.963425859,1.187763479,1.222917213,0.817716841,1.178190066,0.9712542
hMOF-26999.cif,12,24,2,8,17.5,8.333333333,4,0.24,0.7904,0.25,5.323,4.59987,1.36777,1619.32,1183.92,0.720382,0.467434,0.192951,2.421497508,1.707545141,2.379807754,1.472322114,0.041689753,0.235223027,1.42096181,0.703748682,0.059239547,0.165537895
hMOF-5011646.cif,132,150,0,39,85,8,3.25,0.117117117,0.402882883,0,5.71707,4.06832,0.92436,402.135,435.042,0.47316,0.00145906,0.00109766,1.45272671,1.563896306,1.139364983,0.962217413,0.313361728,0.601678892,0.930778924,1.074368976,0.291670492,0.646425136
hMOF-5054089.cif,14,62,6,16,46.5,3.225806452,8,0.327586207,1.04,0.375,15.61786,12.49436,0.739184,1932.23,2614.01,0.835111,0.000244185,0.0001711,3.442498586,2.639517603,0.934741725,0.649905808,2.507756861,1.989611795,1.306832062,0.765209264,3.277217069,1.522469377
hMOF-1004457.cif,46,72,0,32,50,8.333333333,5.333333333,0.205128205,0.705641026,0,11.14964,3.15785,1.15261,0,0,0.476049,0.0017702,0.000997329,1.907320066,1.591791127,1.64746972,1.096177436,0.259850346,0.495613691,1.200626905,0.83289821,0.311983317,0.412795756
hMOF-5066605.cif,16,38,2,8,24.5,5.263157895,4,0.282051282,0.886153846,0.25,12.26009,11.24182,0.948754,1732.95,1826.56,0.729471,7.14E-05,0.000053681,3.389325928,2.493100801,0.381846041,0.28371608,3.007479887,2.20938472,1.362210015,0.734101195,4.096819221,1.621911964
hMOF-5080410.cif,17,44,4,12,26,4.545454545,6,0.357142857,1.119183673,0.333333333,7.49631,5.87707,1.82192,1610,883.683,0.648494,0.00673464,0.00325878,1.745888062,1.163907911,1.56867374,0.879103491,0.177214322,0.284804419,1.50303242,0.665321643,0.266358871,0.189486544
hMOF-5060979.cif,80,88,4,16,48,4.545454545,4,0.104166667,0.35,0.25,5.10248,3.78247,0.977271,932.949,954.647,0.536554,0.0350711,0.0237117,2.675321091,2.476197843,2.606892421,2.027035193,0.06842867,0.44916265,1.082582856,0.923716826,0.074079705,0.414899097
hMOF-5057166.cif,36,78,6,16,59.5,2.564102564,8,0.15942029,0.531014493,0.375,20.77034,18.57578,0.320818,1755.57,5472.15,0.910025,0.000333915,0.000209908,6.471134536,4.536816475,1.523645113,0.972618511,4.947489422,3.564197964,1.429222322,0.699681207,7.071062322,2.493802334
hMOF-9184.cif,20,40,8,26,29,20,3.25,0.333333333,1.115294118,0.307692308,4.32827,3.87895,1.38999,537.176,386.461,0.391365,0.00088193,0.000999024,1.282738974,1.575445401,1.100381421,1.230820411,0.182357554,0.34462499,0.815840962,1.22572909,0.148774762,0.422416875
hMOF-5766.cif,14,46,0,13,33,8.695652174,3.25,0.296703297,0.946813187,0,16.86718,14.89557,0.609349,1872.74,3073.34,0.851212,3.83E-05,2.98E-05,2.18596698,1.694605874,0.196565325,0.154474845,1.989401655,1.540131029,1.292544378,0.773667827,2.571389923,1.191549827
hMOF-26670.cif,20,88,4,16,62,4.545454545,4,0.317073171,0.987317073,0.25,5.53052,2.57047,2.25039,0,0,0.450808,0.124526,0.055305,0.546665548,0.534993407,0.549392711,0.412942448,-0.002727163,0.12205096,1.023867711,0.976688677,-0.002792255,0.11920579
hMOF-5073938.cif,12,32,2,8,22.5,6.25,4,0.28125,0.895,0.25,10.12189,7.77301,1.0006,2615.51,2613.94,0.807701,0.0036786,0.0029904,4.186810828,3.445716559,2.501966254,1.935732185,1.684844574,1.509984373,1.217515116,0.821345039,2.051323737,1.240218174
hMOF-5016765.cif,56,84,20,26,52,9.523809524,3.25,0.237113402,0.77443299,0.769230769,7.94293,5.3492,0.64504,2447.36,3794.13,0.707493,0.000239716,0.000160058,6.285647148,4.543678102,1.699579008,1.145887859,4.58606814,3.397790243,1.38615889,0.721418019,6.357019124,2.451227104
hMOF-5020731.cif,10,24,0,13,18,16.66666667,3.25,0.309090909,1.042909091,0,8.00207,6.1082,0.710406,2527.15,3557.33,0.758122,9.69E-05,0.000068439,5.036262757,3.588202184,0.58452712,0.415303582,4.451735637,3.172898602,1.406377946,0.711046418,6.260822819,2.256078185
hMOF-5023958.cif,8,48,8,26,35,16.66666667,3.25,0.438596491,1.441403509,0.307692308,4.99001,4.18518,1.51306,818.184,540.749,0.445949,0.0235506,0.0158551,1.388995538,1.266140294,1.323316398,1.066591302,0.06567914,0.199548992,1.099232584,0.90972558,0.07219665,0.181534822
hMOF-5043912.cif,24,44,4,26,32,9.090909091,6.5,0.294117647,0.996078431,0.153846154,4.69189,3.863,1.02432,916.485,894.727,0.428323,0.000761554,0.00067543,1.773484929,1.654561563,1.454829908,1.194273929,0.318655021,0.460287633,1.074026864,0.931075407,0.342244053,0.428562495
hMOF-5063077.cif,20,80,4,16,64,5,4,0.235294118,0.755294118,0.25,5.2634,3.51641,1.4564,0,0,0.575238,0.0119702,0.00717917,1.76771402,1.439375107,1.719266485,1.35014645,0.048447535,0.089228657,1.230576428,0.8126273,0.059618394,0.072509643
hMOF-5075105.cif,40,66,4,16,46,6.060606061,4,0.153846154,0.516923077,0.25,6.16102,4.90196,0.717361,2150.93,2998.39,0.733527,0.00295178,0.0016674,4.704934898,3.775886647,3.63098528,2.444169825,1.073949618,1.331716823,1.248548,0.800930361,1.340877647,1.066612435
hMOF-5045999.cif,7,26,2,8,14.5,7.692307692,4,0.435483871,1.353548387,0.25,5.22562,2.41363,3.09848,0,0,0.21861,0.0385275,0.0185831,0.344931918,0.164098072,0.344311655,0.164145204,0.000620262,-4.71E-05,2.106204222,0.474787767,0.001306399,-2.24E-05
hMOF-7002864.cif,158,264,6,44,184.5,2.272727273,7.333333333,0.10460251,0.354811715,0.136363636,22.71698,5.95453,0.530233,1517.13,2861.25,0.787116,0.00138345,0.000831153,6.067074199,4.557186022,1.918702356,1.339786498,4.148371843,3.217399524,1.333991685,0.74962986,5.533893547,2.411858754
hMOF-7002085.cif,23,70,4,32,47,8.571428571,5.333333333,0.373417722,1.233670886,0.125,8.62769,4.61479,1.32777,1324.93,997.861,0.554119,0.00139116,0.000802154,1.998235729,1.505414991,1.693860789,1.047700848,0.30437494,0.457714143,1.330028835,0.751863398,0.404827447,0.344138511
hMOF-5002566.cif,27,138,0,39,109,8.695652174,3.25,0.289156627,0.931084337,0,5.55991,4.09901,2.28704,750.205,328.025,0.535935,0.236305,0.175834,0.910391168,0.968851372,0.91435032,0.876013077,-0.003959152,0.092838295,0.941545799,1.062083226,-0.003727723,0.098601996
hMOF-5081751.cif,11,42,4,12,32,4.761904762,6,0.3125,1.001,0.333333333,5.39549,3.87774,1.65777,1324.9,799.206,0.820497,0.320725,0.32723,1.727366656,2.421560135,1.70259104,2.022028751,0.024775615,0.399531384,0.714759352,1.399072285,0.017708603,0.558973286
hMOF-6004221.cif,16,30,4,10,22,6.666666667,5,0.225806452,0.750967742,0.4,11.55083,10.9026,0.605936,1616.81,2668.29,0.771096,0.000395659,0.000276272,6.386962715,4.609246436,2.131291875,1.431674675,4.25567084,3.177571761,1.388465284,0.720219664,5.908851219,2.288549666
hMOF-5036873.cif,2,12,2,8,10.5,16.66666667,4,0.428571429,1.411428571,0.25,7.16419,5.31768,1.05295,2196.09,2085.65,0.685867,0.000139905,9.69E-05,3.43337341,2.39653196,1.183176948,0.798322275,2.250196463,1.598209685,1.435517157,0.696613061,3.230195628,1.11333374
hMOF-24696.cif,20,80,12,16,54,5,4,0.35,1.125,0.75,5.10764,4.7339,1.52415,1110.23,728.426,0.672154,5.8583,2.14405,1.991790766,1.169079321,2.029111108,1.006486714,-0.037320343,0.162592607,1.707144601,0.58577346,-0.063711222,0.095242434
hMOF-5071770.cif,124,124,4,16,62,3.225806452,4,0.073529412,0.247058824,0.25,6.69892,3.771,0.798488,1218.11,1525.52,0.591983,0.0189013,0.00933961,3.489487246,3.136916101,3.027733296,2.270304104,0.461753949,0.866611997,1.114626297,0.897161679,0.514683094,0.777491074
hMOF-5029964.cif,14,74,24,17,62,5.405405405,4.25,0.308270677,0.988270677,1.411764706,19.35463,14.60805,0.253158,1276.87,5043.75,0.903028,3.33E-05,2.77E-05,1.658424679,1.387649953,0.165821314,0.140887474,1.492603365,1.246762479,1.197529993,0.835052154,1.787437297,1.041111694
hMOF-5081624.cif,142,139,6,33,67.5,1.438848921,16.5,0.121118012,0.409192547,0.181818182,18.09765,16.48681,0.331883,1463.5,4409.7,0.89465,0.000612826,0.000434904,6.644407181,5.043749613,1.905372106,1.352727979,4.739035075,3.691021633,1.319998061,0.75757687,6.25551711,2.796232617
hMOF-5057506.cif,12,66,4,12,50,3.03030303,6,0.310344828,0.971034483,0.333333333,6.9414,6.45262,1.61684,1752.71,1084.04,0.808919,0.771857,0.309886,2.434887818,1.525228038,2.308366991,1.244565501,0.126520827,0.280662538,1.599612354,0.625151461,0.202384277,0.175456596
hMOF-5081769.cif,20,42,4,19,32,4.761904762,9.5,0.264367816,0.891034483,0.210526316,5.15563,4.17511,0.932308,2202.32,2362.23,0.721104,0.0214825,0.0156494,4.162131026,3.711818587,4.022742067,3.197215023,0.139388959,0.514603565,1.123568562,0.890021343,0.156613052,0.458008156
hMOF-1004531.cif,30,102,0,32,72,5.882352941,5.333333333,0.316831683,1.013861386,0,11.07698,4.79434,1.40127,1719.88,1227.37,0.683123,0.00137754,0.000848986,2.527273542,1.946836832,1.840408082,1.240904106,0.686865461,0.705932726,1.300748309,0.768788238,0.893439086,0.542712776
hMOF-5033427.cif,48,114,6,25,89.5,3.50877193,6.25,0.157360406,0.529137056,0.24,33.6207,23.33957,0.135204,783.342,5793.76,0.963531,4.04E-05,3.45E-05,2.189005663,1.85816321,0.212595283,0.182270755,1.97641038,1.675892455,1.18041196,0.847161867,2.33297845,1.419752182
hMOF-7001195.cif,44,54,0,32,33,11.11111111,5.333333333,0.235294118,0.809411765,0,6.31219,2.25091,1.7615,0,0,0.258843,0.0776778,0.0271979,0.492223728,0.455195188,0.442668451,0.225386154,0.049555278,0.229809034,1.083516319,0.922921033,0.053693952,0.212095591
hMOF-1003467.cif,34,126,28,32,103,4.761904762,5.333333333,0.265486726,0.863716814,0.875,15.60546,5.39309,0.605793,1732.57,2860.01,0.735639,0.000227016,0.000152955,4.534931063,3.392526,0.798647411,0.554947835,3.736283651,2.837578165,1.339424005,0.746589576,5.00446801,2.11850628
hMOF-5045391.cif,38,46,2,8,27.5,4.347826087,4,0.104166667,0.35,0.25,5.8586,3.40188,1.34622,0,0,0.609107,27.7849,7.60412,2.066384297,1.331088999,2.080627336,1.274948215,-0.014243039,0.056140784,1.555516319,0.642873358,-0.022155279,0.036091414
hMOF-5009405.cif,14,50,0,13,33,8,3.25,0.339805825,1.066407767,0,16.99343,14.88468,0.815302,1728.5,2120.08,0.807354,5.15E-05,3.85E-05,2.233118007,1.730774318,0.24341584,0.181917562,1.989702167,1.548856756,1.29283114,0.77349622,2.572348921,1.198034846
hMOF-10595.cif,16,72,0,26,57,11.11111111,3.25,0.304347826,0.991304348,0,5.40166,4.1841,1.735,827.155,476.748,0.463382,0.011556,0.00629645,1.173929284,0.929259159,1.13680781,0.778130952,0.037121473,0.151128207,1.265830801,0.789994997,0.046989505,0.119390527
hMOF-6005161.cif,16,54,2,14,41.5,3.703703704,7,0.265306122,0.855510204,0.142857143,13.67411,13.157,0.961475,1404.79,1461.08,0.918,0.00165695,0.00107439,5.055882986,3.826108554,3.470907016,2.281514839,1.58497597,1.544593716,1.32406803,0.755248203,2.09861601,1.166551628
hMOF-5068454.cif,112,152,2,8,96.5,1.315789474,4,0.036231884,0.12173913,0.25,7.5114,3.25413,1.00279,0,0,0.351189,0.0027625,0.00210555,1.543489434,1.731150751,1.358556979,1.196563846,0.184932455,0.534586905,0.893386418,1.119336471,0.165216143,0.59838262
hMOF-26363.cif,88,120,4,16,76,3.333333333,4,0.086206897,0.289655172,0.25,4.49574,3.73149,1.1436,594.055,519.458,0.667424,0.453705,0.447342,1.746657568,3.658540705,1.786184306,3.031799466,-0.039526738,0.626741239,0.478377177,2.09040073,-0.018908689,1.310140343
hMOF-27193.cif,11,48,2,8,35.5,4.166666667,4,0.290697674,0.906976744,0.25,8.814,7.36931,1.4197,1824.72,1285.29,0.777417,0.00334346,0.00198246,2.943839312,2.285122287,2.690721624,1.859676336,0.253117688,0.425445951,1.290848361,0.774684332,0.326736553,0.329586312
hMOF-7003233.cif,34,132,4,40,95,4.545454545,6.666666667,0.328125,1.0475,0.1,16.75013,14.39468,0.714189,1506.1,2108.83,0.837446,0.000184792,0.000125012,2.368285189,1.84813996,0.5735271,0.399790523,1.794758089,1.448349436,1.284013869,0.778807787,2.304494277,1.12798582
hMOF-6003453.cif,5,16,0,10,14,12.5,5,0.323529412,1.098823529,0,4.70079,3.72123,1.34043,131.334,97.9792,0.430929,0.000186085,0.000302899,1.419872677,2.311757452,0.863260741,1.342604599,0.556611936,0.969152853,0.615428648,1.624883734,0.342554931,1.574760706
hMOF-5073452.cif,10,30,2,8,21.5,6.666666667,4,0.3,0.954666667,0.25,6.3404,4.74395,1.4394,1539.22,1069.34,0.508903,0.000441221,0.000286117,1.831601241,1.307456563,1.362237254,0.899628993,0.469363988,0.40782757,1.403699784,0.712403045,0.658846128,0.290537603
hMOF-24532.cif,8,32,2,8,22.5,6.25,4,0.34375,1.08,0.25,4.95418,4.58253,2.47398,790.236,319.418,0.573493,6.14606,2.37409,1.013472475,0.704363133,1.023224208,0.595699034,-0.009751732,0.108664099,1.441736571,0.693607987,-0.014059429,0.075370287
hMOF-1000922.cif,3,24,0,30,22,25,5,0.5,1.707272727,0,0.79589,0.00809,3.91839,0,0,1.12E-101,0,0,0,0,0,0,0,0,0,0,0,0
hMOF-24643.cif,11,44,2,8,32.5,4.545454545,4,0.2875,0.901,0.25,13.3956,12.48682,0.984585,1790.43,1818.47,0.844709,0.00103989,0.000700959,4.384060401,3.238292335,1.661527,1.120550901,2.722533401,2.117741434,1.356535146,0.737172202,3.693212244,1.561140115
