filename, H,C,N,O, total degree of unsaturation,metalic percentage, oxygetn-to-metal ratio,electronegtive-to-total ratio, weighted electronegativity per atom, nitrogen to oxygen ,largest_pore_diam1,largest_pore_diam2,density,ASA_unit_volume,ASA_unit_mass,helium void fraction,Henry Coef of propane,Henry Coef of propene,avg_loading_absolute_propane-1,avg_loading_absolute_propene-1,avg_loading_absolute_propane-0.1,avg_loading_absolute_propene-0.1,wc-propane,wc-propene,S-propane-1,S-propene-1,APS-propane,APS-propene
hMOF-27017.cif,10,28,2,8,19.5,7.142857143,4,0.310344828,1.015172414,0.25,5.94522,5.00692,0.954833,2070.4,2168.34,0.689921,0.004765,0.0027349,3.879617328,2.798397996,3.39843646,2.156130699,0.481180869,0.642267298,1.389152684,0.719863275,0.668433695,0.46234464
hMOF-5081012.cif,14,80,8,20,61,2.5,10,0.342465753,1.083835616,0.4,20.3322,15.74867,0.452019,1299.82,2875.58,0.911861,0.000059725,4.74E-05,2.269404487,1.821459984,0.299602993,0.233689044,1.969801494,1.58777094,1.248426123,0.801008551,2.459151642,1.2718181
hMOF-5014733.cif,16,26,14,13,15.5,15.38461538,3.25,0.369863014,1.195616438,1.076923077,9.516,6.4278,0.811229,2081.46,2565.81,0.634631,7.07E-05,5.28E-05,3.423166047,2.607010433,0.429258446,0.32075875,2.9939076,2.286251684,1.315696652,0.760053617,3.939074207,1.737673862
hMOF-5079283.cif,22,32,10,12,19.5,6.25,6,0.282051282,0.918974359,0.833333333,5.31891,3.87845,1.05011,1685.87,1605.43,0.690991,0.0369872,0.0286927,2.8782227,3.463400316,2.822817652,2.805499664,0.055405048,0.657900653,0.832707114,1.200902434,0.046136178,0.790074495
hMOF-5006025.cif,10,36,0,13,28,11.11111111,3.25,0.295774648,0.963380282,0,14.78022,10.02416,0.549316,1886.11,3433.56,0.878334,3.38E-05,2.71E-05,2.40689179,1.911290073,0.173360283,0.140702639,2.233531506,1.770587434,1.261829087,0.792500355,2.818335022,1.40319117
hMOF-15318.cif,24,108,0,26,85,7.407407407,3.25,0.263157895,0.844631579,0,7.86323,3.21843,1.42233,0,0,0.585841,0.0064166,0.00355407,1.795331141,1.613127376,1.605660205,1.180507118,0.189670936,0.432620258,1.11518386,0.896713121,0.211517966,0.387936262
hMOF-36717.cif,8,26,6,8,21.5,7.692307692,4,0.28,0.9152,0.75,4.70612,3.78254,1.26528,1311.41,1036.45,0.716294,0.192856,0.154433,2.505426588,3.057523814,2.453244548,2.831534324,0.05218204,0.22598949,0.821074202,1.217916722,0.042845327,0.275236378
hMOF-5068253.cif,16,18,2,15,10.5,11.11111111,7.5,0.320754717,1.088301887,0.133333333,4.88616,4.17739,1.11695,518.035,463.792,0.403535,0.00091788,0.000767785,1.807165075,1.644474196,1.268288895,1.104854225,0.53887618,0.539619971,1.101136946,0.908152254,0.593376472,0.490057093
hMOF-37142.cif,48,47,2,13,23.5,4.255319149,6.5,0.133928571,0.453571429,0.153846154,6.63801,5.48894,1.17479,1152.9,981.367,0.590339,1.00476,0.380839,2.706551922,1.444320875,2.717099687,1.376713858,-0.010547765,0.067607018,1.877687209,0.532570066,-0.019805403,0.036005474
hMOF-5057531.cif,20,88,6,16,67.5,2.272727273,8,0.276315789,0.871578947,0.375,22.58267,21.58761,0.57896,1402.3,2422.1,0.884497,0.000173208,0.000126245,3.876365842,3.000519112,0.742143503,0.549445143,3.134222339,2.451073968,1.294490697,0.772504586,4.05722166,1.893465881
hMOF-5011487.cif,14,44,0,26,33,18.18181818,3.25,0.352941176,1.267058824,0,5.77832,4.43258,1.22921,1333.23,1084.62,0.493844,0.00175246,0.000976172,2.066763833,1.765495704,1.585023932,0.933904616,0.481739901,0.831591088,1.172991219,0.852521301,0.565076674,0.708949116
hMOF-5082292.cif,102,148,38,24,88.5,2.702702703,6,0.196202532,0.626835443,1.583333333,5.41623,3.73135,0.97344,1113.99,1144.38,0.713531,0.0293282,0.0194761,3.166710594,3.69086416,3.134907705,3.067983151,0.031802889,0.622881009,0.859707838,1.163185858,0.027341193,0.724526381
hMOF-5079260.cif,6,32,4,12,24,6.25,6,0.393939394,1.258181818,0.333333333,5.00262,3.79423,1.89787,1164.59,613.629,0.731761,0.0753155,0.0630469,1.448185561,2.106646623,1.452486617,1.749065075,-0.004301056,0.357581548,0.688815791,1.45176695,-0.002962635,0.519125073
hMOF-25087.cif,3,20,2,8,16.5,10,4,0.375,1.21,0.25,5.68794,4.88152,1.59392,1926.16,1208.44,0.730399,0.0838192,0.0387826,2.420137206,1.628190994,2.358326289,1.433955006,0.061810917,0.194235988,1.489378955,0.671420793,0.092059879,0.130414081
hMOF-5058528.cif,17,90,8,20,69,2.222222222,10,0.31875,1.0075,0.4,21.77207,16.33549,0.394387,1180.46,2993.15,0.930283,8.61E-05,6.62E-05,2.535397337,2.023113141,0.398021683,0.312948237,2.137375653,1.710164903,1.255730468,0.796349237,2.68396773,1.361888515
hMOF-5079272.cif,44,46,4,12,24,4.347826087,6,0.148148148,0.494814815,0.333333333,5.46437,5.00544,1.13811,1517.98,1333.77,0.773333,7.40697,2.32713,3.408739788,2.139425188,3.370222058,1.90144692,0.03851773,0.237978268,1.596494101,0.626372499,0.061493329,0.149063043
hMOF-6002212.cif,8,26,0,10,17,7.692307692,5,0.379310345,1.205517241,0,3.83685,2.39148,2.76578,0,0,0.407166,0.00739726,0.0168034,0.219972766,0.945727699,0.217628604,0.639453515,0.002344163,0.306274184,0.233063026,4.290684879,0.000546338,1.31412601
hMOF-5073544.cif,12,76,4,16,58,5.263157895,4,0.323529412,1.016470588,0.25,6.19448,3.25106,1.55389,0,0,0.499842,0.00392925,0.00208126,1.229194517,0.733282813,1.153596007,0.590648196,0.07559851,0.142634616,1.679653433,0.595360912,0.126979297,0.084919075
hMOF-5079058.cif,120,144,8,24,83,2.777777778,6,0.106666667,0.356266667,0.333333333,8.39033,7.89388,0.63069,2074.41,3289.11,0.798142,0.00197525,0.00123339,7.116638157,5.30925569,6.178076804,3.932777542,0.938561353,1.376478148,1.343110724,0.744540254,1.260591819,1.02484339
hMOF-16881.cif,26,76,4,16,52,5.263157895,4,0.283783784,0.894054054,0.25,4.81247,3.78982,1.73546,925.053,533.029,0.580715,0.0177272,0.0157993,1.193926821,1.795468969,1.158267705,1.354755931,0.035659116,0.440713038,0.666300866,1.500823503,0.0237597,0.661432486
hMOF-24577.cif,20,72,4,16,56,5.555555556,4,0.25,0.8025,0.25,4.70362,4.29686,1.5486,1240.76,801.216,0.636026,0.183434,0.105694,1.914632623,1.56110927,1.891953545,1.39454094,0.022679078,0.166568329,1.22891749,0.81372428,0.027870715,0.135540694
hMOF-35562.cif,3,20,2,8,16.5,10,4,0.375,1.235,0.25,5.30511,4.28677,1.39333,1786.24,1281.99,0.752899,0.569765,0.319099,2.601758436,2.395658918,2.581754293,2.121635328,0.020004142,0.27402359,1.088209615,0.918940603,0.0217687,0.251811403
hMOF-1000986.cif,3,20,0,10,16,10,5,0.404761905,1.312380952,0,5.42367,5.04433,1.79458,1716.07,956.248,0.681627,0.0569063,0.0277237,1.896959511,1.320533685,1.838540699,1.136348455,0.058418812,0.18418523,1.439392218,0.694737673,0.084087584,0.127960418
hMOF-28246.cif,42,39,2,8,18.5,5.128205128,4,0.107526882,0.361290323,0.25,6.26415,5.46929,0.845871,1970.37,2329.39,0.702928,0.0478854,0.0206327,4.549142331,2.847056853,4.32437358,2.313071859,0.224768751,0.533984994,1.601046547,0.62459146,0.359865233,0.333522467
hMOF-5054600.cif,5,32,4,12,24,6.25,6,0.409090909,1.303030303,0.333333333,5.24065,4.35961,1.84021,1988.22,1080.43,0.80103,1.05,0.532405,1.9188795,1.82297954,1.932382546,1.581728319,-0.013503046,0.241251222,1.054718301,0.948120459,-0.01424191,0.228735219
hMOF-5055236.cif,64,128,8,24,95,3.125,6,0.140350877,0.46877193,0.333333333,5.69045,4.03436,0.848285,1794.85,2115.85,0.703412,0.0174208,0.012298,3.789604909,3.935368521,3.588756797,3.025933907,0.200848112,0.909434614,0.964892876,1.036384478,0.193796912,0.942523918
hMOF-5053165.cif,40,42,6,15,21.5,4.761904762,7.5,0.2,0.665142857,0.4,10.21803,7.01764,0.461426,2346.51,5085.35,0.767734,0.000101464,7.70E-05,7.538310008,5.596304277,0.558451226,0.414521143,6.979858782,5.181783135,1.349718644,0.740895152,9.420845532,3.839158003
hMOF-6003957.cif,18,22,0,10,14,9.090909091,5,0.192307692,0.661538462,0,3.85308,3.2602,1.26561,0,0,0.573214,3.77E-06,2.00E-05,0.188008915,0.887478557,0.019321097,0.103053506,0.168687818,0.784425051,0.212271235,4.710953891,0.035807571,3.695390247
hMOF-7000193.cif,12,60,0,32,45,10,5.333333333,0.4,1.302153846,0,9.26195,2.85297,2.03788,0,0,0.436039,0.00218133,0.00114373,1.06705258,0.812560341,0.95683566,0.628057984,0.11021692,0.184502357,1.315832993,0.759974864,0.14502706,0.140217153
hMOF-7000808.cif,32,66,0,32,39,9.090909091,5.333333333,0.35,1.285,0,8.94438,3.22711,1.4292,0,0,0.38933,0.000395258,0.000231582,1.233192377,0.987790951,0.9212702,0.625478797,0.311922177,0.362312153,1.250939659,0.79939907,0.390195822,0.289631998
hMOF-6004945.cif,9,40,2,14,31.5,5,7,0.328947368,1.064210526,0.142857143,9.60442,9.24189,1.29849,1550.35,1193.97,0.866554,0.00372104,0.00210876,3.55979292,2.567482044,3.361407544,2.12545189,0.198385376,0.442030154,1.389273952,0.719800439,0.275611636,0.318173499
hMOF-7000147.cif,21,77,17,32,63.25,7.792207792,5.333333333,0.320261438,1.057254902,0.53125,9.52287,3.58573,1.38017,0,0,0.491897,0.00475745,0.0025038,1.727767135,1.317446817,1.64222291,1.008773298,0.085544225,0.308673519,1.314082674,0.760987128,0.112412184,0.234896575
hMOF-5028208.cif,72,104,28,34,62,7.692307692,4.25,0.25203252,0.821463415,0.823529412,7.60565,6.00964,0.812989,1819.67,2238.24,0.672211,0.00192931,0.00130025,4.186812063,3.311977412,3.222112717,2.233565112,0.964699346,1.0784123,1.266679301,0.78946581,1.221964693,0.85136964
hMOF-5079268.cif,32,40,4,12,24,5,6,0.177777778,0.593777778,0.333333333,5.18438,3.78702,1.07695,1313.34,1219.5,0.736636,0.15626,0.11139,2.505265033,3.878953515,2.534138055,3.145192959,-0.028873022,0.733760556,0.647157032,1.545220017,-0.018685379,1.133821499
hMOF-5048010.cif,32,60,2,8,44.5,3.333333333,4,0.096153846,0.323076923,0.25,7.80919,5.48836,0.628922,1928.92,3067.02,0.639483,0.000723761,0.000497983,4.646207385,3.334425418,2.23972823,1.477426831,2.406479156,1.856998586,1.396201679,0.716228905,3.359930238,1.330036064
hMOF-7000846.cif,35,60,0,32,25,10,5.333333333,0.405882353,1.335294118,0,5.89317,1.20957,2.43569,0,0,0.160639,0.269842,0.081178,0.245610344,0.074899922,0.244403119,0.075331645,0.001207225,-0.000431723,3.285760164,0.304343577,0.003966652,-0.000131392
hMOF-5057467.cif,9,58,4,12,44,3.448275862,6,0.336538462,1.091153846,0.333333333,8.29954,7.37782,1.0219,1693.75,1657.45,0.750678,0.002503,0.00144144,3.728912868,3.134357181,3.130716967,2.125935678,0.598195901,1.008421503,1.192077039,0.838871958,0.713095599,0.845936522
hMOF-17519.cif,13,40,2,8,28.5,5,4,0.276315789,0.870526316,0.25,12.69659,11.92274,0.862559,1796.76,2083.06,0.768476,0.000242538,0.000169827,4.054200464,3.025492076,0.928861921,0.653157908,3.125338543,2.372334168,1.342702422,0.744766662,4.19639963,1.766835399
hMOF-37537.cif,72,66,2,8,30.5,3.03030303,4,0.066666667,0.224,0.25,9.88637,8.19049,0.945292,1377.14,1456.84,0.726754,0.1124,0.0534211,3.945489247,3.036738892,3.828317045,2.484468652,0.117172202,0.55227024,1.301859107,0.768132277,0.152541698,0.424216597
hMOF-3000359.cif,136,118,8,54,49,6.779661017,6.75,0.191358025,0.648395062,0.148148148,27.7778,22.99666,0.173555,1018.98,5871.21,0.909248,4.27E-05,3.48E-05,1.583782966,1.310338644,0.210928728,0.173661706,1.372854238,1.136676938,1.211107495,0.825690539,1.662674057,0.938543394
hMOF-5017265.cif,44,168,24,52,115,9.523809524,3.25,0.359550562,1.139775281,0.461538462,4.79668,3.84297,2.02274,518.517,256.344,0.502126,0.00244365,0.00266076,0.821615197,1.289628808,0.726825304,0.982194673,0.094789894,0.307434135,0.638372707,1.566483011,0.060511281,0.481590349
hMOF-5038973.cif,20,38,4,18,28,10.52631579,4.5,0.261904762,0.881904762,0.222222222,4.86444,4.28721,1.12092,385.395,343.819,0.368136,0.000688384,0.0008062,1.872202863,2.244776898,1.437424389,1.676158682,0.434778473,0.568618215,0.835699792,1.19660195,0.36334428,0.680409665
hMOF-1000875.cif,7,24,0,10,18,8.333333333,5,0.34,1.1024,0,5.09688,4.38628,1.72635,1178.89,682.88,0.596711,0.0369649,0.0211013,1.719685174,1.212414751,1.705489216,1.037230498,0.014195959,0.175184253,1.421242902,0.703609495,0.020175906,0.123261304
hMOF-5041248.cif,15,34,2,8,20.5,5.882352941,4,0.310810811,0.974054054,0.25,9.99369,6.35352,1.35587,1853.37,1366.92,0.685628,0.000990175,0.000525294,2.508967555,1.776686868,1.392741683,0.821314423,1.116225872,0.955372445,1.414994415,0.70671657,1.579453374,0.675177537
hMOF-16951.cif,45,168,6,24,113.5,3.571428571,4,0.298076923,0.920769231,0.25,6.03933,3.93992,1.94771,708.868,363.95,0.455057,0.0077115,0.00403015,0.970619262,1.127924046,0.840785204,0.827543083,0.129834057,0.300380964,0.862262747,1.159739307,0.111951071,0.34836361
hMOF-5046666.cif,12,38,2,8,29.5,5.263157895,4,0.235294118,0.755294118,0.25,13.12306,7.87838,0.540366,2492.84,4613.25,0.824046,4.89E-05,4.01E-05,3.966621118,3.033578387,0.253006574,0.207865877,3.713614544,2.825712511,1.310195403,0.763244931,4.865560702,2.156710751
hMOF-5039868.cif,28,48,4,16,34,8.333333333,4,0.2,0.672,0.25,5.59916,4.48786,0.761329,1267.8,1665.25,0.649613,0.00173609,0.00112192,4.46360126,2.505834512,4.233149092,2.284982307,0.230452168,0.220852204,1.784857622,0.560268779,0.411324309,0.123736595
hMOF-5078850.cif,24,56,6,25,43.5,3.571428571,12.5,0.274336283,0.922477876,0.24,16.98686,15.49178,0.465159,1744.87,3751.12,0.850886,0.000252186,0.000195286,6.563554463,5.079856931,1.241045623,0.935634515,5.32250884,4.144222416,1.294667319,0.772399199,6.890878249,3.200994074
hMOF-5082121.cif,72,101,6,33,64.5,1.98019802,16.5,0.182242991,0.615700935,0.181818182,16.35647,14.76395,0.482802,2138.76,4429.88,0.862015,0.0198989,0.00942316,6.31575014,4.337104402,3.481286493,2.035936232,2.834463647,2.30116817,1.459135544,0.68533729,4.135866655,1.577076358
hMOF-7003092.cif,188,310,4,40,216,1.935483871,6.666666667,0.080291971,0.273284672,0.1,14.55753,7.40997,0.782993,1511.4,1930.29,0.648255,0.00730902,0.00395581,4.382442401,3.156822407,2.340382421,1.535918389,2.042059979,1.620904018,1.391030458,0.71889152,2.840567627,1.165254153
hMOF-5066947.cif,17,28,2,8,13.5,7.142857143,4,0.328571429,1.029714286,0.25,6.6215,5.17276,2.28015,995.867,436.756,0.48838,0.0335913,0.01386,0.964885539,0.695524616,0.874283887,0.495916453,0.090601652,0.199608163,1.390061021,0.719392879,0.125941825,0.143596691
hMOF-35295.cif,36,42,2,8,24.5,4.761904762,4,0.111111111,0.373333333,0.25,7.32621,5.84619,1.3161,1113.45,846.023,0.685914,4.09591,1.23967,2.182801916,1.510577475,2.179807799,1.452237131,0.002994118,0.058340344,1.447911092,0.690650141,0.004335217,0.040292767
hMOF-3001935.cif,176,156,16,92,65,10.25641026,5.75,0.236842105,0.800701754,0.173913043,9.14693,6.07986,0.604233,2542.74,4208.21,0.673117,0.000108114,8.15E-05,4.860426765,3.650504943,0.577997491,0.431267784,4.282429274,3.219237158,1.334111218,0.749562695,5.713236933,2.413020081
hMOF-5070045.cif,8,22,2,8,14.5,9.090909091,4,0.36,1.1456,0.25,5.80154,3.49276,1.97621,0,0,0.373535,0.0014104,0.000713337,0.667385441,0.50038174,0.546876895,0.290950475,0.120508546,0.209431265,1.336428867,0.748262796,0.161051099,0.156709624
hMOF-3001691.cif,46,166,66,64,127.5,9.638554217,4,0.363128492,1.175418994,1.03125,8.36826,5.02155,0.804545,2283.55,2838.31,0.647642,0.000198137,0.000138422,3.87202464,2.868228834,1.082457607,0.741423312,2.789567033,2.126805522,1.352679437,0.739273455,3.773389962,1.572290865
hMOF-26579.cif,26,100,4,16,76,4,4,0.244186047,0.769302326,0.25,4.50987,3.73047,1.9347,608.379,314.457,0.695036,0.168661,0.169526,1.065988389,2.15628617,1.138962223,1.834415926,-0.072973834,0.321870244,0.495355113,2.018753766,-0.036147962,0.649776767
hMOF-5066905.cif,17,26,2,8,8.5,7.692307692,4,0.391891892,1.214054054,0.25,5.56066,3.5498,3.54822,0,0,0.341675,4.88985,1.44819,0.358146518,0.145251709,0.362982389,0.11063577,-0.004835872,0.03461594,2.470643332,0.404752878,-0.011947714,0.014010901
hMOF-6001602.cif,4,24,0,10,20,8.333333333,5,0.347826087,1.133913043,0,10.7528,10.54681,1.04388,1627.77,1559.34,0.757126,0.000236778,0.000169669,3.889268883,2.730664836,1.823557377,1.203399478,2.065711506,1.527265358,1.427151717,0.700696351,2.948083723,1.070149263
hMOF-5069784.cif,30,76,4,16,54,5.263157895,4,0.236111111,0.754444444,0.25,5.63061,3.38649,1.46125,0,0,0.458648,0.0220893,0.0098879,1.064247632,0.638468034,1.035165531,0.502393226,0.029082102,0.136074808,1.670221645,0.598722932,0.048573556,0.081471108
hMOF-33255.cif,3,10,2,8,6.5,20,4,0.5,1.646666667,0.25,6.21961,5.78587,1.50681,1131.74,751.081,0.496399,0.0114183,0.00505363,1.654117119,1.446242077,1.397755673,0.808211464,0.256361447,0.638030613,1.146029605,0.872577807,0.293797808,0.556731353
hMOF-5017273.cif,40,168,16,52,121,9.523809524,3.25,0.341176471,1.087058824,0.307692308,4.94559,3.74859,2.02436,185.51,91.639,0.319305,0.00369463,0.0025119,0.419830886,0.553563158,0.35623431,0.36161818,0.063596576,0.191944978,0.759937332,1.315897979,0.048329412,0.252580009
hMOF-5038765.cif,16,48,4,16,34,8.333333333,4,0.32,1.0512,0.25,3.0551,1.82353,1.81566,0,0,0.0363205,2.48E-36,1.08E-27,0,0,0,0,0,0,0,0,0,0
hMOF-3000915.cif,46,84,16,64,49,19.04761905,4,0.401639344,1.32,0.25,7.36921,5.29243,0.940912,2623.51,2788.27,0.669433,8.47E-05,6.04E-05,3.162045046,2.497011151,0.434673016,0.315057138,2.72737203,2.181954013,1.268872963,0.78810096,3.46068863,1.719600051
hMOF-7000851.cif,37,60,0,32,25,10,5.333333333,0.394117647,1.256941176,0,5.48287,0.49412,3.59409,0,0,0.122965,0.240854,0.0916949,0.158107021,0.058630101,0.158575715,0.058104513,-0.000468694,0.000525588,2.702097957,0.370082808,-0.001266457,0.000194511
hMOF-30324.cif,10,44,2,8,30.5,4.545454545,4,0.333333333,1.034285714,0.25,9.61168,8.77759,1.75883,1457.71,828.797,0.690355,0.00132108,0.000816515,2.118327245,1.642527852,1.910295915,1.292961027,0.20803133,0.349566825,1.292262918,0.773836335,0.268831173,0.270507511
hMOF-5039956.cif,8,44,8,16,39,9.090909091,4,0.3,0.992,0.5,5.66139,4.48786,0.753462,1978.08,2625.33,0.657313,0.000518849,0.000352214,4.348394454,2.733426266,3.295361709,2.00914939,1.053032744,0.724276875,1.594014042,0.627347046,1.678548981,0.454372958
hMOF-5079658.cif,14,64,6,16,48.5,3.125,8,0.322033898,1.022372881,0.375,15.60803,13.54035,0.836908,1715.66,2049.99,0.848459,0.00249121,0.00134446,3.81839079,2.724191048,1.475382932,0.919354411,2.343007858,1.804836638,1.40447297,0.712010855,3.290691205,1.285063277
hMOF-2844.cif,196,166,0,26,69,4.819277108,3.25,0.065656566,0.225858586,0,9.25276,4.04666,0.727537,1551.11,2132,0.66423,0.00477972,0.00287017,4.445475808,3.621330804,3.945255067,2.702750812,0.500220741,0.918579992,1.230043939,0.812979088,0.615293491,0.746786324
hMOF-5048658.cif,18,30,20,8,17,6.666666667,4,0.358974359,1.132307692,2.5,6.23102,4.77692,0.957402,1727.99,1804.87,0.51949,0.00060302,0.000417798,2.879998415,2.315493631,2.217912343,1.583591581,0.662086072,0.73190205,1.246290346,0.802381245,0.82515148,0.587264478
hMOF-7003258.cif,118,130,2,36,71.5,4.615384615,6,0.130136986,0.444931507,0.055555556,10.20614,5.33824,1.01415,971.917,958.356,0.606089,0.0516359,0.0214459,3.084031916,2.3225104,2.857495708,1.790915321,0.226536208,0.531595079,1.330551747,0.751567913,0.301418147,0.399529804
hMOF-5050614.cif,98,136,2,8,87.5,1.470588235,4,0.040650407,0.136585366,0.25,9.07582,5.86801,0.817118,1516.07,1855.39,0.577541,0.0092925,0.0057026,3.67875838,3.004683787,3.053623534,2.088869749,0.625134847,0.915814038,1.226798013,0.815130111,0.766914188,0.746507598
hMOF-5073587.cif,46,80,2,8,57.5,2.5,4,0.072463768,0.243478261,0.25,10.71255,5.98365,0.588214,1843.41,3133.91,0.647182,0.00119347,0.000754764,5.407320399,4.173735714,2.274020337,1.582150003,3.133300062,2.591585711,1.298158529,0.770321943,4.067520198,1.99635534
hMOF-5057130.cif,11,42,4,12,32,4.761904762,6,0.3125,1.001,0.333333333,5.58735,5.07623,1.5251,2064.27,1353.52,0.830117,0.783183,0.293272,2.564103937,1.711659613,2.514037017,1.470115387,0.05006692,0.241544227,1.501028005,0.666210088,0.07515185,0.160919201
hMOF-5054246.cif,22,96,8,24,75,4.166666667,6,0.290697674,0.931162791,0.333333333,6.73312,5.24629,0.979341,2594.09,2648.82,0.741795,0.00178863,0.00133621,3.843128905,2.954695098,3.023610891,2.064474064,0.819518014,0.890221035,1.303295372,0.767285775,1.068074035,0.683053937
hMOF-5078546.cif,15,60,6,16,45.5,3.333333333,8,0.3125,0.997857143,0.375,17.04015,15.68392,0.678658,1658,2443.06,0.871127,0.000350175,0.000237235,4.627677707,3.434395263,1.129932019,0.79407551,3.497745688,2.640319753,1.350154293,0.74065609,4.722496356,1.955568905
hMOF-5051947.cif,14,48,12,16,30,8.333333333,4,0.410714286,1.325,0.75,5.37696,4.6365,1.52066,928.563,610.634,0.53935,1.09912,0.449711,1.782050396,1.177208723,1.786826844,1.031872378,-0.004776448,0.145336345,1.516830606,0.659269398,-0.007245063,0.095815805
hMOF-5040684.cif,4,40,4,16,38,10,4,0.294117647,0.988235294,0.25,6.12953,5.10852,0.633922,3174.18,5007.22,0.745622,0.000187468,0.000135035,5.566617419,4.157706526,1.372076467,0.941297972,4.194540952,3.216408554,1.341553869,0.745404283,5.627202643,2.397524712
hMOF-5039781.cif,32,44,4,20,28,9.090909091,5,0.230769231,0.778461538,0.2,4.61664,4.18769,1.03116,533.435,517.314,0.36265,0.00210849,0.00193772,1.35000722,1.374769892,1.174923095,1.096281965,0.175084125,0.278487927,0.983958205,1.016303329,0.172275461,0.283028207
hMOF-5056097.cif,48,204,18,48,149.5,2.941176471,8,0.317460317,1.15015873,0.375,7.45635,4.02772,0.929169,606.566,652.804,0.579583,0.000466763,0.000292191,2.217426484,1.974973001,1.385278836,0.964023505,0.832147648,1.010949496,1.125015848,0.888876367,0.936179292,0.898609115
hMOF-5079301.cif,36,42,4,22,24,4.761904762,11,0.245283019,0.828679245,0.181818182,4.69668,3.87308,1.25752,658.412,523.579,0.58724,0.133545,0.149483,1.79033706,2.779945135,1.793698766,2.430931866,-0.003361706,0.349013268,0.645311121,1.549640114,-0.002169346,0.540844961
hMOF-7001443.cif,31,84,4,32,58,7.142857143,5.333333333,0.320224719,1.035955056,0.125,14.10438,6.34207,0.960107,1868.85,1946.5,0.719078,0.000113409,8.02E-05,3.244180706,2.434027346,0.482216287,0.341902874,2.76196442,2.092124471,1.335519265,0.748772426,3.688656691,1.566525116
hMOF-5010489.cif,9,42,0,13,29,9.523809524,3.25,0.367816092,1.16045977,0,8.41896,6.24601,1.44444,1969.14,1363.26,0.690022,0.000497263,0.000309545,2.434342995,1.807283225,1.447107905,0.951234049,0.98723509,0.856049176,1.349665433,0.740924362,1.332437074,0.63426769
hMOF-33507.cif,6,28,2,8,19.5,7.142857143,4,0.379310345,1.191724138,0.25,6.08784,4.76502,2.10658,1123.43,533.297,0.54085,0.0279069,0.0138133,1.292169066,1.19219096,1.238804862,1.013649861,0.053364204,0.178541099,1.086035668,0.920780072,0.057955429,0.164397086
hMOF-5054254.cif,108,154,12,32,98,2.597402597,8,0.141935484,0.472774194,0.375,7.67629,6.31981,0.57714,3014,5222.3,0.847237,0.0152361,0.0103225,8.134944528,6.321255171,6.602252332,4.500307712,1.532692196,1.820947459,1.289501486,0.775493484,1.976408864,1.412132889
hMOF-37604.cif,13,48,2,8,35.5,4.166666667,4,0.26744186,0.868372093,0.25,10.85074,10.05764,1.1062,1466.76,1325.94,0.830119,0.0107007,0.00601158,3.689976595,2.992126748,3.502721459,2.329300928,0.187255136,0.66282582,1.235703276,0.809255765,0.231391785,0.536395616
hMOF-5082332.cif,7,46,4,12,38,4.347826087,6,0.3125,1.0235,0.333333333,10.72306,8.48892,0.624107,1992.82,3193.08,0.864549,0.000197537,0.000142309,7.355762223,5.705373349,2.011149999,1.444453622,5.344612223,4.260919727,1.291856236,0.774079942,6.90447063,3.298292494
hMOF-16112.cif,24,33,0,13,22,12.12121212,3.25,0.175675676,0.604324324,0,6.7468,5.18349,0.804074,2647.59,3292.72,0.755164,0.00427495,0.00246188,5.020927071,3.571456945,4.288509348,2.605619923,0.732417723,0.965837022,1.408669357,0.709889794,1.031734403,0.685637845
hMOF-1002592.cif,16,66,0,20,48,6.060606061,5,0.328125,1.04625,0,7.24425,5.50527,1.89066,1430.83,756.788,0.62831,0.0910072,0.0403924,1.508140363,1.002893132,1.412979455,0.748937463,0.095160908,0.253955669,1.506807174,0.663654923,0.14338914,0.16853893
hMOF-5048467.cif,12,34,2,8,22.5,5.882352941,4,0.314285714,0.987428571,0.25,9.3309,6.50271,1.1019,1991.19,1807.05,0.64219,6.92E-05,5.18E-05,2.311030889,1.6935616,0.373050403,0.271512631,1.937980487,1.422048969,1.367336243,0.731349004,2.649870957,1.040014097
hMOF-1004461.cif,25,64,0,32,45,9.375,5.333333333,0.330985915,1.109014085,0,9.26136,3.3311,1.39504,0,0,0.544569,0.00479343,0.00249809,1.790788807,1.559919121,1.578105677,1.044746912,0.21268313,0.515172209,1.150304617,0.869334945,0.244650386,0.447857203
hMOF-33218.cif,16,14,2,8,6.5,14.28571429,4,0.238095238,0.8,0.25,5.74126,5.21578,1.23419,1167.89,946.282,0.491202,0.0288762,0.0126719,2.167416106,1.659850582,1.977443805,1.189424868,0.1899723,0.470425713,1.308410059,0.76428639,0.248561668,0.35953997
hMOF-5046325.cif,54,56,2,17,29.5,3.571428571,8.5,0.145038168,0.492824427,0.117647059,9.59539,5.76289,0.506709,2561.15,5054.48,0.714483,0.000357663,0.000258757,7.121815958,5.515121409,1.608065624,1.170509231,5.513750334,4.344612178,1.293916473,0.772847414,7.134332388,3.357722285
hMOF-23388.cif,44,72,12,34,48,5.555555556,8.5,0.277108434,0.924337349,0.352941176,5.12905,3.91361,0.915286,676.55,739.168,0.56832,0.00110458,0.000900771,2.525961762,3.203532302,1.526382672,1.489133531,0.99957909,1.71439877,0.79007485,1.265702863,0.7897423,2.169919432
